99 98
0,4,4,8,8,7,8,8,8,8,8,8,8,8,8,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,17,10,9,1860,31,17,13,54,12,8,9,30,1143,290,243,58,44,26,57,43,32,43,60,47,21,15,11,9
4,0,0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,7,7,1864,35,21,12,55,10,5,6,28,1144,291,244,58,44,26,57,43,32,43,60,46,20,13,10,6
4,0,0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,15,7,7,1864,35,21,12,55,10,5,6,28,1144,291,244,58,44,26,57,43,32,43,60,46,20,13,10,6
8,4,4,0,0,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,8,6,1867,39,25,12,54,11,4,4,28,1145,292,245,59,45,27,58,44,33,44,61,47,21,16,10,5
8,4,4,0,0,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,8,6,1867,39,25,12,54,11,4,4,28,1145,292,245,59,45,27,58,44,33,44,61,47,21,16,10,5
7,3,3,2,2,0,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,16,8,7,1867,38,24,12,54,10,3,4,28,1144,292,245,59,45,27,58,44,33,44,61,47,21,14,8,4
8,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,7,6,1867,39,25,12,55,10,3,3,28,1144,291,244,58,44,26,57,43,32,43,60,46,20,15,9,4
8,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,7,6,1867,39,25,12,55,10,3,3,28,1144,291,244,58,44,26,57,43,32,43,60,46,20,15,9,4
8,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,7,6,1867,39,25,12,55,10,3,3,28,1144,291,244,58,44,26,57,43,32,43,60,46,20,15,9,4
8,4,4,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,15,7,6,1867,39,25,12,55,10,3,3,28,1144,291,244,58,44,26,57,43,32,43,60,46,20,15,9,4
